tag,user_application_count,tagged_movie_count,user_tag_user_count,genome_tag_id,matched_movie_count,mean_genome_relevance
shut up about the book ok?!,2,1,2,,,
shyness,2,2,1,,,
shô kosugi,2,2,1,,,
shûichi okita,2,2,1,,,
shûji terayama,2,2,1,,,
si-fi,2,1,2,,,
sibling relationship,2,1,2,,,
sid haig,2,2,1,,,
sidney lanfield,2,2,1,,,
sigorney weaver,2,1,2,,,
sikh,2,2,2,,,
silat,2,2,2,,,
silent to talkie transition,2,1,2,,,
silliness,2,2,2,,,
silly propaganda,2,1,2,,,
silly woman,2,2,2,,,
similar:final fantasy,2,2,1,,,
simon j. smith,2,2,1,,,
simon langton,2,2,1,,,
simon yam,2,2,2,,,
simple ending,2,1,2,,,
simplified history,2,1,2,,,
simply awful,2,1,2,,,
singing cowboy,2,2,1,,,
single set,2,2,1,,,
single woman,2,2,2,,,
singular,2,2,1,,,
sith,2,2,2,,,
ski jumping,2,1,2,,,
skullduggery,2,1,2,,,
skulls,2,2,2,,,
sky,2,2,1,,,
sky pirates,2,2,1,,,
slanderous,2,1,2,,,
sleaze,2,2,2,,,
sleep,2,2,2,,,
sleeper,2,2,2,,,
sleuth,2,1,2,,,
slick pychodrama,2,1,2,,,
slightly changed story from original,2,1,2,,,
slow - good,2,1,2,,,
slow action,2,1,2,,,
slow burn,2,1,2,,,
slow investigative build,2,2,1,,,
slow movie,2,1,2,,,
slow moving but a beautie,2,2,2,,,
slow plot,2,2,2,,,
slums,2,1,2,,,
small monkeys,2,1,2,,,
smalltown,2,1,2,,,
smart action,2,1,2,,,
smart ass kids,2,1,2,,,
smart woman,2,2,2,,,
smell christians,2,1,2,,,
smirk,2,1,2,,,
snails didn't come back to life,2,1,2,,,
snakes on crack,2,1,2,,,
snape,2,1,2,,,
snarky,2,2,2,,,
sngmoo lee,2,1,2,,,
snipers,2,1,2,,,
snipes,2,1,2,,,
snorefest,2,1,2,,,
so damn good,2,1,2,,,
so funny!,2,2,2,,,
social class,2,1,2,,,
social commentary\,2,1,2,,,
social justice,2,2,2,,,
social psychology,2,1,2,,,
social worker,2,2,1,,,
socialist cuba,2,1,2,,,
sociopathic,2,1,2,,,
sociopaths,2,2,2,,,
soft porn,2,1,2,,,
soledad villamil,2,1,2,,,
solipsism,2,2,2,,,
some blood,2,1,2,,,
some elements of a road movie,2,1,2,,,
some events border unrealism,2,1,2,,,
some lines sounded funny instead of serious,2,1,2,,,
some things didn't make sense,2,1,2,,,
sometimes boring,2,2,1,,,
somewhat overrated,2,1,2,,,
somewhat predictable but interesting,2,1,2,,,
son,2,2,2,,,
song kang-ho,2,2,1,,,
sony pictures classics,2,1,2,,,
sophia myles,2,2,2,,,
sophisticated,2,2,2,,,
soppy,2,2,2,,,
sorrow,2,2,2,,,
sorter,2,1,2,,,
soudtrack,2,2,2,,,
soul,2,2,2,,,
soul extraction,2,1,2,,,
soul searching,2,2,2,,,
soul stealing,2,1,2,,,
sound design,2,1,2,,,
soundtrack features bad cover songs,2,1,2,,,
source:pygmalion myth,2,2,1,,,
south dakota,2,2,2,,,
south pacific,2,2,2,,,
southern accent,2,2,2,,,
southern gothic,2,2,1,,,
souvenirs,2,2,1,,,
soviet russia,2,1,2,,,
space calamity,2,1,2,,,
space colony,2,2,1,,,
space exploration,2,2,2,,,
space horror,2,1,2,,,
spaceship!,2,1,2,,,
spaceyal,2,2,1,,,
spanish dialogue,2,1,2,,,
spanked,2,1,2,,,
spanking is good,2,1,2,,,
speakeasy,2,2,1,,,
spec ops,2,1,2,,,
special edition,2,2,1,,,
special effects weird,2,1,2,,,
spectacular action scenes,2,1,2,,,
spectators,2,1,2,,,
speculative fiction,2,2,1,,,
speech impediment,2,1,2,,,
speech patterns,2,1,2,,,
speed dating,2,2,2,,,
spencer gordon bennet,2,2,1,,,
spencer susser,2,2,1,,,
spenser tracy,2,2,1,,,
spiders :(,2,1,2,,,
spionage,2,2,1,,,
spiral,2,1,2,,,
spit,2,1,2,,,
split personalities,2,2,1,,,
spock/uhuru relationship.,2,1,2,,,
spoiled brats,2,2,2,,,
spongebob!,2,1,2,,,
spoof: james bond,2,1,2,,,
spoon,2,2,2,,,
sport:10 pin bowling,2,2,1,,,
sport:arm wrestling,2,1,2,,,
sport:bike racing,2,2,1,,,
sport:bobsledding,2,1,2,,,
sport:horse racing,2,2,1,,,
sport:rugby football,2,1,2,,,
sport:surfing,2,1,2,,,
sport:wheelchair rugby,2,1,2,,,
springlike,2,2,1,,,
spy with booby-trapped house,2,2,1,,,
squandered opportunity,2,1,2,,,
st. francis,2,1,2,,,
st. louis,2,2,1,,,
stacy keach,2,2,2,,,
stacy title,2,2,1,,,
stadium,2,1,2,,,
stage show,2,1,2,,,
stairs,2,2,1,,,
stamps,2,2,1,,,
stan dragoti,2,2,1,,,
stana katic,2,2,1,,,
standup for beleifs,2,1,2,,,
stanford,2,2,2,,,
stanislav lem,2,1,2,,,
stanislaw bareja,2,1,2,,,
star crossed lovers,2,2,2,,,
star lawyers,2,2,1,,,
stardom,2,2,2,,,
starring:jack lemmon&walter matthau,2,2,1,,,
startling,2,1,2,,,
starts weak ends strong,2,1,2,,,
starvation,2,1,2,,,
starving,2,1,2,,,
state religion,2,1,2,,,
stato di grazia,2,1,2,,,
statuory rape,2,1,2,,,
stay of execution,2,1,2,,,
stays with you,2,2,1,,,
steak in the face,2,1,2,,,
stefan jarl,2,1,2,,,
stefan ruzowitzky,2,2,1,,,
stepbrother,2,2,2,,,
stephan elliott,2,2,1,,,
stephan king,2,1,2,,,
stephanie soechtig,2,2,1,,,
stephen baldwin,2,2,2,,,
stephen campbell moore,2,2,2,,,
stephen colbert,2,1,2,,,
stephen kessler,2,2,1,,,
stephen poliakoff,2,2,1,,,
stephen roberts,2,2,1,,,
stephen surjik,2,1,2,,,
stephen young,2,1,2,,,
steppe,2,1,2,,,
stereotype:gay,2,1,2,,,
stereotypical fat character,2,1,2,,,
stereotypical portray for kids,2,1,2,,,
stereovision,2,2,1,,,
steve box,2,1,2,,,
steve buschemi,2,2,2,,,
steve harris,2,1,2,,,
steve martin is scraping the bottom hard!,2,1,2,,,
steve martino,2,2,1,,,
steve purcell,2,2,1,,,
steve rodgers,2,2,1,,,
steve skrovan,2,2,1,,,
steven cantor,2,1,2,,,
steven e. de souza,2,2,1,,,
steven okazaki,2,2,1,,,
steven r. mcqueen,2,1,2,,,
steven seagal as cock puncher,2,1,2,,,
steven shainberg,2,1,2,,,
steven wright,2,2,2,,,
stewardess,2,2,2,,,
stewart raffill,2,2,1,,,
stewie griffin,2,1,2,,,
stig,2,1,2,,,
still current,2,1,2,,,
still great,2,1,2,,,
stiller,2,1,2,,,
stone throwing,2,2,1,,,
stool pigeon,2,2,2,,,
stoppard,2,1,2,,,
story line,2,2,2,,,
story pocahontas,2,1,2,,,
straight razor,2,2,1,,,
straight sex,2,1,2,,,
street fighter,2,2,2,,,
street life,2,1,2,,,
streisand,2,1,2,,,
stretched out,2,1,2,,,
stripper,2,2,2,,,
stroheim,2,1,2,,,
stroke,2,2,2,,,
strong & silent type,2,1,2,,,
strong performances carry this flick,2,1,2,,,
strong room,2,1,2,,,
strong start weak finish,2,1,2,,,
stuart baird,2,2,2,,,
stuart gillard,2,2,1,,,
stuart gordon,2,2,1,,,
students,2,2,2,,,
stunning visual effects,2,2,2,,,
stunt woman,2,2,2,,,
stupid :),2,1,2,,,
stupid dance movie,2,1,2,,,
stupid editing effects,2,1,2,,,
stupid fun,2,1,2,,,
stupid last comment,2,1,2,,,
stupid love story,2,2,2,,,
stupid teenagers,2,1,2,,,
style:monologue,2,1,2,,,
styling,2,1,2,,,
stéphane aubier,2,2,1,,,
stéphane brizé,2,2,1,,,
sub titles,2,1,2,,,
subgenre:cat burglar,2,1,2,,,
subgenre:yellow peril,2,2,1,,,
subjective camera,2,2,1,,,
subliminal images,2,2,1,,,
subplot,2,2,2,,,
subplot:ingenue is aide to antiheroine,2,2,1,,,
substance over style,2,2,1,,,
subtext,2,2,2,,,
succubus,2,2,2,,,
such potential.....such a fail,2,1,2,,,
sucked,2,2,2,,,
sue price,2,1,2,,,
suet lam,2,2,2,,,
sueã±os,2,2,1,,,
suitcase of light,2,2,1,,,
suits,2,2,2,,,
sukkot,2,1,2,,,
summer job,2,1,2,,,
sundance,2,1,2,,,
sundance 2012 grand jury prize: dramatic,2,1,2,,,
sundance grand jury prize 1994,2,1,2,,,
sundance grand jury prize: dramatic 1992,2,1,2,,,
sundance grand jury prize: dramatic 1993,2,2,1,,,
sundance grand jury prize: dramatic 1999,2,1,2,,,
super hero deconstruction,2,1,2,,,
superb,2,2,2,,,
superpower,2,1,2,,,
supporting cast,2,1,2,,,
supressed memories,2,2,2,,,
surprise endings,2,1,2,,,
surprisingly boring,2,2,1,,,
surprisingly clever,2,1,2,,,
surreal ending sequence,2,1,2,,,
surreal environment,2,2,2,,,
survival in the wilderness,2,2,2,,,
survivalism,2,2,2,,,
susan george,2,1,2,,,
susanna white,2,2,1,,,
susie essman,2,1,2,,,
suspence,2,2,2,,,
suspense cut,2,2,1,,,
suspension,2,2,1,,,
suspicion,2,2,2,,,
susuwatari,2,2,1,,,
sven's favorite films,2,2,1,,,
swat team,2,2,2,,,
sweeny todd,2,1,2,,,
sweet movie!,2,1,2,,,
switch,2,2,1,,,
sylistic,2,1,2,,,
sylvain white,2,1,2,,,
sympathy for the devil,2,2,2,,,
synchronic,2,2,2,,,
synthesizer,2,2,2,,,
tabu,2,1,2,,,
taco bell,2,1,2,,,
tad stones,2,2,1,,,
tadeusz chmielewski,2,2,1,,,
tag:needless gratuitous redundancy tag,2,1,2,,,
tage danielsson,2,2,1,,,
taipei,2,2,1,,,
takashi yamazaki,2,2,2,,,
takes place in chicago,2,1,2,,,
takeshi koike,2,2,1,,,
taking justice into own hands,2,1,2,,,
tale of three brothers,2,1,2,,,
talentless,2,1,2,,,
taliban,2,2,2,,,
talisa soto,2,1,2,,,
talk,2,2,1,,,
talk show,2,2,1,,,
talking cat,2,1,2,,,
talking monsters,2,2,1,,,
tall tale,2,2,2,,,
tall tales,2,2,1,,,
tanuki,2,1,2,,,
tara fitzgerald,2,2,2,,,
taraji p. henson,2,2,2,,,
tarantesque,2,2,1,,,
tarsem,2,1,2,,,
tarsem singh,2,2,1,,,
tate taylor,2,2,1,,,
tatum o'neal,2,1,2,,,
taut,2,2,1,,,
taxi drivers,2,1,2,,,
taylor momsen,2,1,2,,,
taylor wong,2,1,2,,,
tchã©ky karyo,2,2,2,,,
teacher unions terrorizing children,2,2,1,,,
tearful,2,1,2,,,
tearful ending,2,1,2,,,
tech,2,2,1,,,
technically astounding,2,1,2,,,
technique:narration over freeze-frame,2,2,1,,,
technique:puppetry,2,2,1,,,
ted knight,2,1,2,,,
ted wilde,2,2,1,,,
teddy bear,2,2,2,,,
tediously long,2,2,1,,,
"teen ""gross-out"" comedy",2,1,2,,,
teen classic,2,2,1,,,
teen horror,2,1,2,,,
teen induced angst overdose,2,2,2,,,
teen indulgence,2,1,2,,,
teenage drama,2,1,2,,,
teenage romance,2,1,2,,,
teenage witch,2,1,2,,,
teenmovie,2,1,2,,,
telemarketing,2,2,1,,,
teller,2,1,2,,,
temple scene,2,1,2,,,
ten commandments,2,1,2,,,
tender,2,2,2,,,
tennesse williams,2,1,2,,,
tense start,2,1,2,,,
terrible character development and weak plot?  you'll love this movie!!!,2,1,2,,,
terrible cinematography,2,1,2,,,
terrible fight choreography,2,2,2,,,
terrible fight scenes,2,1,2,,,
terrible remake,2,1,2,,,
terrible scripting,2,1,2,,,
terrorists,2,2,2,,,
terry funk,2,2,2,,,
terry hughes,2,2,1,,,
test pilot,2,1,2,,,
test tag,2,1,2,,,
texan,2,2,1,,,
texting,2,2,2,,,
thaddeus o'sullivan,2,2,1,,,
that it makes you think in the end.,2,1,2,,,
the afterlife,2,1,2,,,
the alps,2,1,2,,,
the best animation movie,2,1,2,,,
the best batman's movies,2,1,2,,,
the best movie ever made. period.,2,2,2,,,
the best of for kids and adults,2,1,2,,,
the best of recent movies!,2,1,2,,,
the body,2,1,2,,,
the catholic church is the most corrupt organization in history,2,1,2,,,
the ceiling was crushing us. so we made a skylight,2,1,2,,,
the creepy tunnel,2,1,2,,,
the deputy,2,1,2,,,
the dog lives,2,1,2,,,
the dude,2,1,2,,,
the dude abides,2,1,2,,,
the exorcist,2,2,1,,,
the fact that isolde betrayed a man as honourable as lord marke. i can't stand people who have affairs.,2,1,2,,,
the great escape,2,1,2,,,
the guy is a douche,2,1,2,,,
the humanity,2,2,2,,,
the jacket,2,1,2,,,
the japanese is better,2,1,2,,,
the knife,2,1,2,,,
the lone ranger,2,2,1,,,
the media,2,1,2,,,
the mother of connect-the-dots  flix (grand canyon/crash/etc),2,1,2,,,
the music,2,2,2,,,
the musical aspect,2,1,2,,,
the ocean,2,1,2,,,
the plimsouls,2,1,2,,,
the plot made no sense,2,1,2,,,
the quintessential romantic comedy!,2,1,2,,,
the rock not rocking,2,1,2,,,
the rolling stones,2,2,2,,,
the setting,2,1,2,,,
the sheik,2,2,1,,,
the south,2,2,2,,,
the stuttering is mostly annoying,2,1,2,,,
the tail scene,2,1,2,,,
the third part of the best movie ever!!!!,2,1,2,,,
the truffle shuffle,2,1,2,,,
the velvet underground,2,2,2,,,
the who,2,1,2,,,
the whole movie is just one long chase scene,2,1,2,,,
the world cup meets dragonball z,2,1,2,,,
the world's last super hero,2,1,2,,,
theatrical version is better,2,1,2,,,
theif,2,2,2,,,
theism,2,1,2,,,
theme song was a bit too childish.,2,1,2,,,
theme:ambition,2,2,1,,,
theme:elevation through self-sacrifice,2,2,1,,,
there is nothing good in this film,2,1,2,,,
thermal goggles,2,1,2,,,
they forgot to mention that fisher is an insane nazi,2,1,2,,,
they made this already and it was titled: football factory it's way better than this re-hash,2,1,2,,,
thin mysteries,2,1,2,,,
third act,2,2,2,,,
thirty years' war,2,1,2,,,
this is a bloody movie. yet i would call it a family movie.,2,1,2,,,
this is interesting movie with culture and some mental specific colour,2,1,2,,,
this movie scares the stuffing out of me!,2,1,2,,,
this movie shouldn't have been filmed.,2,1,2,,,
this movie speaks about the beginning of the aids crisis,2,1,2,,,
thom eberhardt,2,2,1,,,
thom fitzgerald,2,2,1,,,
thomas bezucha,2,2,1,,,
thomas f. wilson,2,2,1,,,
thomas kretschmann,2,2,2,,,
thomas sangster,2,1,2,,,
thomas schlamme,2,1,2,,,
thomas the tank engine,2,1,2,,,
thor heyerdahl,2,1,2,,,
thoreau,2,1,2,,,
though i know i should . . .,2,1,2,,,
thrilling end,2,1,2,,,
tight editing,2,1,2,,,
tightly focused,2,2,2,,,
tim hunter,2,2,1,,,
tim johnson,2,2,1,,,
tim kazurinsky,2,2,1,,,
tim whelan,2,2,1,,,
time currency concept,2,1,2,,,
time lapse photography,2,1,2,,,
time period,2,2,2,,,
time travelling incest yandere,2,1,2,,,
timelines,2,2,2,,,
timetravel,2,2,2,,,
tin man,2,1,2,,,
tina majorino,2,1,2,,,
tina turner,2,1,2,,,
tired of tom,2,1,2,,,
tiring,2,2,2,,,
tmnt,2,1,2,,,
to much of everything,2,1,2,,,
to much war,2,1,2,,,
to see: b-grade,2,1,2,,,
to see: b-grimm,2,2,1,,,
to see: horror/action,2,1,2,,,
to see: horror/sci fi,2,2,1,,,
to see: quirky,2,2,1,,,
to-buy,2,2,1,,,
tobey macguire,2,2,2,,,
tobias lindholm,2,2,1,,,
toby maquire,2,1,2,,,
toby regbo,2,1,2,,,
todd edwards,2,1,2,,,
toga,2,2,2,,,
toho company ltd.,2,2,1,,,
toilet monster,2,2,2,,,
tokusatsu kaiju,2,2,1,,,
tom araya,2,2,1,,,
tom conway,2,1,2,,,
tom dicillo,2,2,1,,,
tom hanks is great,2,2,2,,,
tom hollander,2,2,2,,,
tom jones,2,2,2,,,
tom mankiewicz,2,2,1,,,
tom mcloughlin,2,2,1,,,
tom ropelewski,2,2,1,,,
tom stoppard,2,2,2,,,
tom vaughan,2,2,1,,,
tomas milian,2,2,1,,,
tomb raiding,2,1,2,,,
tomcruise,2,1,2,,,
tomm moore,2,2,1,,,
tommy lee wallace,2,2,1,,,
tommy o'haver,2,2,1,,,
tomás gutiérrez alea,2,2,1,,,
tone loc,2,1,2,,,
tongue in cheek,2,2,2,,,
toni collete,2,1,2,,,
tony awards,2,2,2,,,
tony bancroft,2,1,2,,,
tony leech,2,1,2,,,
tony stark,2,2,1,,,
too 80s,2,2,2,,,
too creepy,2,1,2,,,
too dark,2,1,2,,,
too friggen gay,2,1,2,,,
too many celebrities,2,1,2,,,
"too much ""of the"" in title",2,1,2,,,
too much 80's music,2,1,2,,,
too much explaining,2,1,2,,,
too much fighting and not enough story,2,1,2,,,
too much slow motion!,2,1,2,,,
too much uplifting music,2,1,2,,,
too much walking,2,2,2,,,
too old. showing its age,2,2,2,,,
too quirky,2,2,2,,,
too sad,2,2,2,,,
too scared to see it,2,2,1,,,
too sentimental,2,1,2,,,
top 10 movies,2,1,2,,,
top funniest animation,2,1,2,,,
topic:aids,2,1,2,,,
topic:censorship,2,1,2,,,
topic:charlie chaplin,2,1,2,,,
topic:club dj,2,1,2,,,
topic:cybernetics,2,1,2,,,
topic:drug addiction,2,1,2,,,
topic:euthanasia,2,1,2,,,
topic:human rights,2,1,2,,,
topic:hunter s. thompson,2,1,2,,,
topic:mccarthyism,2,2,1,,,
topic:oscar wilde,2,1,2,,,
topic:sexism,2,1,2,,,
topic:theatre,2,2,1,,,
topic:typography,2,1,2,,,
toplist,2,1,2,,,
tor h,2,2,1,,,
tornadoes,2,1,2,,,
toshio masuda,2,2,1,,,
toshirãƒâ´ mifune,2,2,2,,,
toto,2,1,2,,,
touching story,2,1,2,,,
tough-life,2,1,2,,,
tourism,2,1,2,,,
tournament,2,1,2,,,
toxic waste,2,2,2,,,
toy,2,1,2,,,
tracey ullman,2,2,2,,,
traditional,2,1,2,,,
traffic accident,2,2,2,,,
tragic ending,2,2,2,,,
tragically bad,2,1,2,,,
tragically stupid,2,1,2,,,
train crash,2,2,1,,,
train robbery,2,1,2,,,
train trip,2,1,2,,,
tralfamadore,2,1,2,,,
transexual,2,2,2,,,
transgressive,2,2,2,,,
transhumanist,2,1,2,,,
transit,2,2,2,,,
transition from killer to protector,2,1,2,,,
transsexual,2,1,2,,,
travelling,2,1,2,,,
travolta,2,2,2,,,
treat williams,2,2,2,,,
tree climbing,2,2,1,,,
trekkie,2,1,2,,,
trent reznor,2,2,2,,,
trevor martin,2,2,1,,,
trevor moore,2,1,2,,,
trevor nunn,2,2,1,,,
trials and tribulations,2,2,1,,,
"tribe dialogue ""he's f**ked!"" incredulous",2,1,2,,,
tried to be funny and failed,2,2,2,,,
tried too hard,2,1,2,,,
trieste,2,1,2,,,
triller religion,2,1,2,,,
trilogy:apu,2,2,1,,,
trinity,2,1,2,,,
tripe,2,2,2,,,
trite plot,2,2,2,,,
triumphant,2,2,2,,,
tropical setting,2,1,2,,,
troy duffy,2,2,2,,,
troy library,2,2,1,,,
truckers,2,2,2,,,
true,2,2,2,,,
true love story,2,2,2,,,
truly dazzling,2,1,2,,,
trying to hard,2,2,2,,,
tuesday,2,2,1,,,
tulip,2,1,2,,,
tung-shing yee,2,2,1,,,
tunnel escape,2,2,2,,,
tupac shakur,2,1,2,,,
turd,2,2,2,,,
twins separated at birth,2,1,2,,,
twist after twist,2,1,2,,,
twist creates plot holes,2,1,2,,,
twist on classic story,2,1,2,,,
twitching eye,2,2,1,,,
two great actors on screen for two hours!,2,2,2,,,
two strip technicolor,2,1,2,,,
typical hollywood crap,2,2,1,,,
typical horror,2,1,2,,,
typography is important to cinematography,2,2,1,,,
tyrannosaurus rex,2,1,2,,,
tyres,2,1,2,,,
tã©a leoni does not star in this movie,2,2,1,,,
u.s. navy submarine,2,1,2,,,
u.s.s. enterprise (cvn-65),2,2,1,,,
u.s.s. kearsarge (cv-33),2,2,1,,,
ub recommended,2,2,1,,,
udayan prasad,2,2,1,,,
uk culture,2,1,2,,,
ulrich mã¼he,2,1,2,,,
una merkel,2,2,1,,,
unbalanced,2,2,2,,,
uncanny,2,2,2,,,
uncanny valley,2,2,2,,,
unchained melody,2,1,2,,,
unclear ending,2,2,2,,,
unclear plot,2,2,2,,,
uncomprehensible,2,2,2,,,
unconventional western,2,2,2,,,
unconventional zombies,2,1,2,,,
under the bridge,2,1,2,,,
under the north star trilogy,2,2,1,,,
underdeveloped female character,2,1,2,,,
underdeveloped male lead,2,1,2,,,
underestimate the audience,2,1,2,,,
underexposed,2,1,2,,,
undersea kingdom,2,2,1,,,
underwhelming acting,2,1,2,,,
undeveloped female characters,2,1,2,,,
unemotional,2,2,1,,,
uneven quality,2,1,2,,,
unfair ending,2,2,2,,,
unfilmable original work,2,1,2,,,
unfinished universe,2,1,2,,,
uninspiring,2,2,2,,,
unintentially funny,2,1,2,,,
unique and purposeful,2,1,2,,,
universal 3-d,2,1,2,,,
unlikely friendship,2,1,2,,,
unmemorable actresses,2,1,2,,,
unnatached to characters,2,1,2,,,
unnecessary fight scenes,2,1,2,,,
unpredictable plot,2,2,1,,,
unprotected sex,2,2,2,,,
unreal feelengs,2,1,2,,,
unrealistic character motivation,2,1,2,,,
unrealistic physics,2,2,1,,,
unrealistic time lapse,2,1,2,,,
unreasonable,2,2,1,,,
unrelentingly bleak,2,1,2,,,
unremarkable,2,2,2,,,
unresolved ending,2,2,2,,,
unresolved feeling,2,1,2,,,
unscary,2,1,2,,,
unscripted parts,2,2,2,,,
unseen narrator,2,2,1,,,
unstupid,2,2,1,,,
unsubtle,2,2,1,,,
untrue to book,2,2,2,,,
untrustworthy female,2,1,2,,,
upbringing,2,1,2,,,
updated noir,2,1,2,,,
urban fantasy,2,2,1,,,
urban legends,2,1,2,,,
urination,2,2,2,,,
urine drinking,2,2,2,,,
ursula andress,2,2,2,,,
us,2,1,2,,,
us centric,2,1,2,,,
us vp,2,2,1,,,
usa - land of opportunities,2,2,1,,,
usa being the good one,2,1,2,,,
utilitarianism,2,1,2,,,
vadim jean,2,2,1,,,
vadim perelman,2,1,2,,,
vahtang kikabidze,2,1,2,,,
valencia,2,2,1,,,
valentine's day,2,1,2,,,
valeri zolotukhin,2,1,2,,,
valerie faris,2,2,1,,,
valerie lemercier,2,2,1,,,
vampires shine!!,2,1,2,,,
vancouver bc,2,1,2,,,
vandalism,2,2,2,,,
vanessa hudgens,2,1,2,,,
variety of camera techniques,2,2,1,,,
vaudville,2,2,2,,,
vault,2,2,2,,,
vector graphic,2,1,2,,,
veerle baetens,2,1,2,,,
vehicle:motorized monocycle,2,1,2,,,
vehicles,2,2,2,,,
veiko õunpuu,2,2,1,,,
veil,2,1,2,,,
venetian story of true love,2,1,2,,,
venezuela,2,1,2,,,
vera chytilová,2,2,1,,,
vera miles,2,1,2,,,
vera-ellen,2,2,2,,,
vergiss mein nicht (german title),2,1,2,,,
verisimilitude,2,1,2,,,
vermont,2,2,2,,,
verona,2,1,2,,,
veronica cartwright,2,1,2,,,
veronica roth,2,2,1,,,
vertigo,2,2,2,,,
very boring parts,2,2,2,,,
very cool.,2,1,2,,,
very emotional true story. very eye opening.,2,2,2,,,
very good but the first was better,2,1,2,,,
very good!,2,2,2,,,
very hard movie,2,1,2,,,
very moving. the extent to which it was scripted (especially the principle's lines) bothered me some,2,1,2,,,
very predictable,2,1,2,,,
very quotable,2,1,2,,,
very scary,2,1,2,,,
very unrealistic,2,2,2,,,
veteran,2,2,2,,,
vibrant colors,2,1,2,,,
victor mclaglen,2,1,2,,,
victor nunez,2,2,1,,,
victor sjöström,2,2,2,,,
videodrome did it better,2,1,2,,,
viegla jauka filmiã…â†a,2,2,1,,,
view on society,2,1,2,,,
viking's mythology,2,1,2,,,
villain has no motive,2,2,1,,,
villain played by lead actor,2,1,2,,,
villain with southern accent,2,1,2,,,
villain:jaws,2,2,1,,,
villain:penguin,2,2,1,,,
villain:the joker,2,2,1,,,
vince papale,2,1,2,,,
vincent kok,2,2,1,,,
vincent paronnaud,2,2,1,,,
vincent patar,2,2,1,,,
vindictive,2,2,2,,,
vinessa shaw,2,2,2,,,
vinyeard,2,1,2,,,
violante placido,2,1,2,,,
violence against women,2,2,2,,,
violence.,2,2,2,,,
virgin,2,2,2,,,
virgin sacrifice,2,2,2,,,
virtuous,2,1,2,,,
vista vision,2,2,2,,,
visual appealing,2,2,2,,,
visually interesting,2,2,2,,,
viterbi algorithm,2,1,2,,,
vittorio taviani,2,2,1,,,
vivid characters,2,2,1,,,
vladimir bortko,2,1,2,,,
vladimir menshov,2,2,2,,,
vogue-ing,2,1,2,,,
voice over,2,1,2,,,
volker schlã¶ndorff,2,2,1,,,
volleyball,2,2,1,,,
von trier,2,2,2,,,
vonnegut,2,2,2,,,
vulgar jokes,2,2,2,,,
vulnerability,2,2,2,,,
w.a.s.p.,2,2,2,,,
w.c. fields,2,2,2,,,
waiter,2,2,1,,,
walden,2,1,2,,,
walked out during screening,2,2,1,,,
wallace worsley,2,2,1,,,
wallows in violence,2,1,2,,,
walpurgis night,2,2,1,,,
walter brennan,2,2,2,,,
walter matheau,2,1,2,,,
walter mattau,2,1,2,,,
wanna-be gangters,2,2,2,,,
wanted to smack those kids,2,1,2,,,
wanting to be a writer,2,1,2,,,
war journalism,2,2,2,,,
war on drugs,2,2,2,,,
war tactics,2,1,2,,,
war ugliness,2,1,2,,,
warlord,2,2,2,,,
warmonger,2,2,2,,,
warmongering,2,2,2,,,
warnervision,2,2,1,,,
warning:homophobia,2,1,2,,,
warren william,2,2,2,,,
wash westmoreland,2,2,1,,,
wasted life,2,1,2,,,
wasted premise potential,2,1,2,,,
watch again before hating,2,2,2,,,
watch with dad,2,1,2,,,
watched 1998,2,1,2,,,
watched 2000,2,2,1,,,
watched under duress,2,2,1,,,
