tag,application_count,movie_count,user_count
cher's good!,1,1,1
cherel ito,1,1,1
cheri pugh,1,1,1
cherien dabis,1,1,1
cherished artifact,1,1,1
cherlize theron,1,1,1
chernobyl,1,1,1
cherry darling,1,1,1
cheryl dunn,1,1,1
cheryl hines,1,1,1
cheryl tiegs,1,1,1
chess label,1,1,1
chest,1,1,1
chestburster,1,1,1
chester cat,1,1,1
chester morris,1,1,1
chetnik,1,1,1
chia yung liu,1,1,1
chia-hui liu,1,1,1
chianti,1,1,1
chicago boys,1,1,1
chicago il,1,1,1
chich flick,1,1,1
chick flic,1,1,1
chick flick 212,1,1,1
chico colvard,1,1,1
chico marx,1,1,1
chieko matsubara,1,1,1
chiemi karasawa,1,1,1
chih-hung kuei,1,1,1
child alone after parents died,1,1,1
child catcher is freaky,1,1,1
child hero,1,1,1
child molester,1,1,1
child protagonist,1,1,1
child protection,1,1,1
child sacrifice,1,1,1
child star,1,1,1
child thief,1,1,1
child trafficking,1,1,1
child victims,1,1,1
child with liquor,1,1,1
child's play,1,1,1
child's point of view,1,1,1
child's wisdom,1,1,1
child-like protagonist,1,1,1
childern,1,1,1
childhood dreams,1,1,1
childhood favorite,1,1,1
childhood ignorance,1,1,1
childhood innocence,1,1,1
childhood recaptured(?),1,1,1
childish british shit,1,1,1
childish humor,1,1,1
childishness,1,1,1
childre,1,1,1
children comedy,1,1,1
children killing adult,1,1,1
children oriented,1,1,1
children vs. parents,1,1,1
children wit,1,1,1
children's drama,1,1,1
children.,1,1,1
china beijing lawsuit grudge,1,1,1
china mysticism,1,1,1
china reality,1,1,1
chinatown,1,1,1
chinese cliche,1,1,1
chinese diaspora,1,1,1
chinese downhill!!!,1,1,1
chinese jingoism,1,1,1
chinese mafia,1,1,1
chinese manufacturing,1,1,1
ching-po wong,1,1,1
chiptunes,1,1,1
chishu ryu,1,1,1
chivalry,1,1,1
chloris leachman is hilarious.,1,1,1
chloã?ãâ« grace moretz,1,1,1
chloãƒâƒã‚â« grace moretz,1,1,1
chloé zhao,1,1,1
chloë sevigny,1,1,1
chocolat,1,1,1
chocolate milk,1,1,1
chocolate waterfall,1,1,1
chocolates,1,1,1
choderlos de laclos,1,1,1
chop-chop,1,1,1
chopra,1,1,1
choreographed shootouts,1,1,1
chorus,1,1,1
chosen one,1,1,1
chris berkeley,1,1,1
chris bowman,1,1,1
chris butler,1,1,1
chris colfer,1,1,1
chris conrad,1,1,1
chris cunningham,1,1,1
chris eigeman,1,1,1
chris eska,1,1,1
chris evan's butt,1,1,1
chris frahme,1,1,1
chris gerolmo,1,1,1
chris hunt,1,1,1
chris isaak,1,1,1
chris j. ford,1,1,1
chris james thompson,1,1,1
chris koch,1,1,1
chris kraus,1,1,1
chris lamartina,1,1,1
chris landreth,1,1,1
chris lavis,1,1,1
chris malloy,1,1,1
chris metzler,1,1,1
chris nahon,1,1,1
chris stenner,1,1,1
chris sullivan,1,1,1
chris t,1,1,1
chris tasara,1,1,1
chris terrio,1,1,1
chris walas,1,1,1
christ,1,1,1
christ imagery,1,1,1
christ.,1,1,1
christams,1,1,1
christening,1,1,1
christian alvart,1,1,1
christian bale is hot,1,1,1
christian cooke,1,1,1
christian ditter,1,1,1
christian freak,1,1,1
christian frei,1,1,1
christian larson,1,1,1
christian metaphors,1,1,1
christian nyby,1,1,1
christian pabulum,1,1,1
christian petzold,1,1,1
christian pitre,1,1,1
christian rub,1,1,1
christian vincent,1,1,1
christian wishful thinking,1,1,1
christian zubert,1,1,1
christian zübert,1,1,1
christian-jaque,1,1,1
christians are morons,1,1,1
"christina aguilera performs ""reflection""",1,1,1
christina andreef,1,1,1
christina clausen,1,1,1
christina milian,1,1,1
christine,1,1,1
christine choy,1,1,1
christine cynn,1,1,1
christine ebersole,1,1,1
christine edzard,1,1,1
christine taylor,1,1,1
christmas england history,1,1,1
christmas special,1,1,1
christmas tree,1,1,1
christof wackernagel,1,1,1
christoffer boe,1,1,1
christoforos papakaliatis,1,1,1
christoper guest,1,1,1
christoph lauenstein,1,1,1
christophe barratier,1,1,1
christophe gans,1,1,1
christopher ashley,1,1,1
christopher bird,1,1,1
christopher bond,1,1,1
christopher brown,1,1,1
christopher dillon quinn,1,1,1
christopher doyle,1,1,1
christopher gorham,1,1,1
christopher hated it,1,1,1
christopher hitchens,1,1,1
christopher kenneally,1,1,1
christopher knights,1,1,1
christopher leitch,1,1,1
christopher martin,1,1,1
christopher mcquarrie,1,1,1
christopher mintz plasse,1,1,1
christopher morris,1,1,1
christopher nolanï¼œbatman,1,1,1
christopher noth,1,1,1
christopher reeves,1,1,1
christopher storer,1,1,1
christopher thompson,1,1,1
christopher walken and dennis hopper scene,1,1,1
christy cabanne,1,1,1
christy chung,1,1,1
chromosome,1,1,1
chronic shyness,1,1,1
chronology,1,1,1
chuan lu,1,1,1
chuck & buck...,1,1,1
chuck berry,1,1,1
chuck connors,1,1,1
chuck o'neil,1,1,1
chuckie's mom,1,1,1
chucky,1,1,1
chungking mansions,1,1,1
churchill,1,1,1
cia funded,1,1,1
ciarán hinds,1,1,1
cicada,1,1,1
cicely tyson,1,1,1
cigarette smoking,1,1,1
cinderella moment,1,1,1
cinderella story gone wrong,1,1,1
cindy lou who,1,1,1
cindy meehl,1,1,1
cinema history,1,1,1
cinema terrorism,1,1,1
cinema veritãƒâ©,1,1,1
cinema verité,1,1,1
cinemaquorum,1,1,1
cinematic,1,1,1
cinematic character continuity,1,1,1
cinematic tribute,1,1,1
cinematic watershed,1,1,1
cinematogr,1,1,1
cinematograp,1,1,1
cinematographer:nick doob,1,1,1
cinematographer:phil parmet,1,1,1
cinematographically examines issues in contemporary cultre,1,1,1
cinematography beautiful,1,1,1
cinematography: conrad hall,1,1,1
cinematrophy,1,1,1
cinemotography,1,1,1
cinemtography,1,1,1
cinã©ma vã©ritã©,1,1,1
circle k,1,1,1
circo,1,1,1
circus sideshow,1,1,1
ciro guerra,1,1,1
cisco,1,1,1
cisco henson,1,1,1
cisnormative,1,1,1
citizen justice,1,1,1
citizen kane,1,1,1
city,1,1,1
city hall,1,1,1
city politics,1,1,1
civil car,1,1,1
civil disobedience,1,1,1
civil war women,1,1,1
civilisation,1,1,1
civilized animals,1,1,1
claire geare,1,1,1
clamdigger bar,1,1,1
clandestine,1,1,1
clara law,1,1,1
clare beavan,1,1,1
clarence g. badger,1,1,1
clark gregg,1,1,1
clash of cultures?,1,1,1
class commentary,1,1,1
class conscious,1,1,1
class struggle,1,1,1
class trilogy,1,1,1
classic 80s cliches,1,1,1
classic and atmospheric,1,1,1
classic animated feature film,1,1,1
classic beauty,1,1,1
classic bette davis,1,1,1
classic bond,1,1,1
classic bugs bunny animations,1,1,1
classic cheerful short,1,1,1
classic children's adventure,1,1,1
classic disney movie,1,1,1
classic feel,1,1,1
classic film,1,1,1
classic holiday movie,1,1,1
classic hollywood bullshit about bad guy talks too much when his about to shoot someone instead of just shoot him.,1,1,1
classic jack,1,1,1
classic lumet,1,1,1
classic manga,1,1,1
classic martial arts,1,1,1
classic remake,1,1,1
classic rock,1,1,1
classic sci fi,1,1,1
classic soundtrack,1,1,1
classic tale,1,1,1
classic villain,1,1,1
classic war movie,1,1,1
classic western,1,1,1
classic!,1,1,1
classic!!!,1,1,1
classic. enduring. ever fresh.,1,1,1
classical symmetry,1,1,1
classicism,1,1,1
classics,1,1,1
classmate,1,1,1
classmates,1,1,1
classroom scene,1,1,1
claude nuridsany,1,1,1
claude zidi,1,1,1
claudia fontan,1,1,1
claudia fontã¡n,1,1,1
claudia gerini,1,1,1
claudia sainte-luce,1,1,1
claudia vega,1,1,1
claudio fragasso,1,1,1
claustrophic,1,1,1
clayton jacobson,1,1,1
cle shaheed sloan,1,1,1
clean cinematography,1,1,1
clean ending,1,1,1
clear salvation message,1,1,1
clear-vision,1,1,1
cleavent derricks,1,1,1
cleavon little,1,1,1
clemence,1,1,1
cleopatra,1,1,1
clergy,1,1,1
clermont-ferrand,1,1,1
clever characters,1,1,1
clever concept,1,1,1
clever dialog,1,1,1
clever editing,1,1,1
clever moments,1,1,1
cliche action scenes,1,1,1
cliche after cliche,1,1,1
cliche depiction of writers and artists,1,1,1
cliche villains,1,1,1
clichã?â©d plot,1,1,1
clichã© horror ending,1,1,1
clichã©d aesthetics,1,1,1
clichã©d future,1,1,1
clichã©d in places,1,1,1
clichã©d plot,1,1,1
cliché finale,1,1,1
clichéd,1,1,1
click,1,1,1
cliff edwards,1,1,1
cliff hanger,1,1,1
cliffhanger ending,1,1,1
clifton collins jr.,1,1,1
clifton webb,1,1,1
climate,1,1,1
climatic,1,1,1
clinical,1,1,1
clint,1,1,1
clint eastward,1,1,1
clint howard,1,1,1
clio barnard,1,1,1
clive brook,1,1,1
clive saunders,1,1,1
clockwork orange cinematography,1,1,1
clockwork story,1,1,1
clooney dies,1,1,1
close to perfect,1,1,1
closed community,1,1,1
closed space,1,1,1
closed-minded hero,1,1,1
closets,1,1,1
closing sequence,1,1,1
clouseau,1,1,1
cloverfield without the melodrama,1,1,1
clovis cornillac,1,1,1
clown that turns out to be genious,1,1,1
clownish cary grant,1,1,1
club kids,1,1,1
clueless trucker,1,1,1
clumsy plot development,1,1,1
clutches,1,1,1
cláudio torres,1,1,1
clémence poésy,1,1,1
clément oubrerie,1,1,1
co-producer: tim burton,1,1,1
co-writer:michael crichton,1,1,1
coach carter meets longest yard,1,1,1
coathanger standoff,1,1,1
coca-cola,1,1,1
cocaina,1,1,1
coccaine,1,1,1
code monkey,1,1,1
codependence,1,1,1
cody cameron,1,1,1
cody linley,1,1,1
coen bro,1,1,1
coen bros.,1,1,1
coercion,1,1,1
coffee,1,1,1
coffee cake,1,1,1
cognitive dissonance,1,1,1
cohabitation,1,1,1
cohen brothers,1,1,1
coky giedroyc,1,1,1
cold case investigation,1,1,1
cold hearted,1,1,1
cold screenplay,1,1,1
cold war allegory,1,1,1
coleen gray,1,1,1
colin higgins,1,1,1
colin moy,1,1,1
colin o'donoghue,1,1,1
colin quinn,1,1,1
colin strause,1,1,1
colin trevorrow,1,1,1
collateral damage,1,1,1
collector,1,1,1
college boys,1,1,1
college people are dumb,1,1,1
college student conversation,1,1,1
collegeparty,1,1,1
collin farrel,1,1,1
colm mccarthy,1,1,1
colm meany,1,1,1
colombia reality,1,1,1
colonial marines,1,1,1
colonial view,1,1,1
color sequence,1,1,1
color symbolism,1,1,1
color use,1,1,1
colored by traumatic childhood,1,1,1
colt,1,1,1
columbia university,1,1,1
"columbian ""mule"" story",1,1,1
columbine high school,1,1,1
columbus,1,1,1
com truise,1,1,1
combot,1,1,1
comdey english,1,1,1
comed,1,1,1
comedian,1,1,1
comedic bullies,1,1,1
comedienne,1,1,1
comedinha de velhinhos engraã§ada,1,1,1
comedinha de velhinhos engraãƒâ§ada,1,1,1
comedy and adventure,1,1,1
comedy bits,1,1,1
comedy central,1,1,1
comedy drama adventure,1,1,1
comedy duo,1,1,1
comedy in the style of harry worth,1,1,1
comedy plot classic,1,1,1
comedy thriller,1,1,1
comedy-horror,1,1,1
comes apart in last third,1,1,1
comes up short i guess,1,1,1
comic book heroes,1,1,1
comic book style,1,1,1
comic relief,1,1,1
comic timing,1,1,1
comic violence,1,1,1
comical,1,1,1
comiclike,1,1,1
comicotragedy,1,1,1
comics inspired,1,1,1
coming out of the closet,1,1,1
comiskey park,1,1,1
comitment,1,1,1
command line interface,1,1,1
commedia all'italiana,1,1,1
commedy,1,1,1
commerce,1,1,1
committees,1,1,1
communication problems,1,1,1
communist romania,1,1,1
compact,1,1,1
compadres,1,1,1
compare:mommy dearest,1,1,1
compare:silas marner (book),1,1,1
compassion-stirring,1,1,1
compelling acting,1,1,1
compelling argument,1,1,1
compelling beginning,1,1,1
compelling mystery,1,1,1
competition with self,1,1,1
competition:`beauty pageant',1,1,1
competition:air guitar,1,1,1
competition:biking,1,1,1
competition:cheerleading,1,1,1
competition:dance,1,1,1
competition:dance marathon,1,1,1
competition:paraolympics,1,1,1
compex relationships,1,1,1
compilation,1,1,1
complaints,1,1,1
complete,1,1,1
complete garbage,1,1,1
complete with metaphors that can be perceived as untrue!,1,1,1
completely boring!,1,1,1
completely well-done,1,1,1
complex relationship,1,1,1
complicated fight scene,1,1,1
complicatet,1,1,1
compromise,1,1,1
compulsory adoption,1,1,1
computer ace,1,1,1
computer bacgrounds,1,1,1
computer effects,1,1,1
computer generated,1,1,1
computer music,1,1,1
computer science's future,1,1,1
computers science,1,1,1
con man,1,1,1
conan,1,1,1
conan rip-off,1,1,1
conceited art critics,1,1,1
conception,1,1,1
concerning,1,1,1
concert footage,1,1,1
conchata ferrell,1,1,1
conclusion of trilogy,1,1,1
condoms,1,1,1
condones police violence,1,1,1
confederate soldier,1,1,1
confession,1,1,1
confessional,1,1,1
confident man,1,1,1
conflicted,1,1,1
confounding,1,1,1
confronting xenophobia,1,1,1
confucian,1,1,1
confused pacing,1,1,1
confused plot,1,1,1
confused reality,1,1,1
confusing title,1,1,1
confusingly adapted screenplay,1,1,1
conglomerate,1,1,1
conlang,1,1,1
conor horgan,1,1,1
conrad nagel,1,1,1
consensual rape joke in a kids film,1,1,1
consensual sex,1,1,1
conservative,1,1,1
conservative party,1,1,1
consipracy,1,1,1
conspiracy theorists,1,1,1
conspriacy,1,1,1
constance marks,1,1,1
constance towers,1,1,1
constantino romero,1,1,1
constrained,1,1,1
construction,1,1,1
construction of ubahn,1,1,1
constructivism,1,1,1
consultants,1,1,1
consumption,1,1,1
conte,1,1,1
contemporary issues,1,1,1
contemporary language,1,1,1
contemptful,1,1,1
contentment,1,1,1
continuation war,1,1,1
continuity,1,1,1
contortionists,1,1,1
contraception,1,1,1
contraction in title,1,1,1
contradictory,1,1,1
contrast,1,1,1
contrasting lifestyles,1,1,1
controlling,1,1,1
convenient coincidences,1,1,1
conventionalities,1,1,1
conversations,1,1,1
conversations between vincent and jules,1,1,1
conversative,1,1,1
convince her not too,1,1,1
convincing,1,1,1
convoluted issues,1,1,1
cook,1,1,1
cookie-cutter rom-com,1,1,1
cookies,1,1,1
cool and great music,1,1,1
cool and thoughtful mood but still should read book,1,1,1
cool antihero,1,1,1
cool as shit,1,1,1
cool cars,1,1,1
cool coincidences,1,1,1
cool costume,1,1,1
cool end,1,1,1
cool idea,1,1,1
cool movie,1,1,1
cool people like this movie,1,1,1
cool plot,1,1,1
cool sewer chase scene,1,1,1
cool shit,1,1,1
cool style,1,1,1
cool transitions,1,1,1
cool videogame (scene),1,1,1
cool'n'funny,1,1,1
cool-ish,1,1,1
cool. but is a drama,1,1,1
coolness,1,1,1
coool,1,1,1
coordinated action sequences,1,1,1
cop vs robber + jodie foster,1,1,1
cop's mam,1,1,1
copenhagen,1,1,1
coprophagia,1,1,1
cops = corrupt,1,1,1
copy of original,1,1,1
copywriting,1,1,1
corbin allred,1,1,1
cordel,1,1,1
cordell barker,1,1,1
cornel wilde,1,1,1
cornetto triolgy,1,1,1
corny family fun,1,1,1
corpal,1,1,1
corporate abuse,1,1,1
corporate control,1,1,1
corporate cover-up,1,1,1
corporation,1,1,1
corrupt,1,1,1
corruption in the bloodstream,1,1,1
corruption of youth,1,1,1
corvette,1,1,1
cory krueckeberg,1,1,1
cosima dannoritzer,1,1,1
cosmic,1,1,1
cosmina stratan,1,1,1
cosmogony,1,1,1
cosmonauts,1,1,1
cosmos,1,1,1
costa botes,1,1,1
costa brava,1,1,1
costco,1,1,1
costner,1,1,1
costner sucks,1,1,1
costumes are impecable,1,1,1
cottage,1,1,1
cougars,1,1,1
coughing blood,1,1,1
coul've been deeper,1,1,1
could be shorter,1,1,1
could've been great but too long,1,1,1
could've been worse,1,1,1
coulda been a contender,1,1,1
couldn't sleep after watching,1,1,1
couldn't watch twice though,1,1,1
count,1,1,1
counter-revolutionary,1,1,1
countercultural,1,1,1
counting cards,1,1,1
country boy,1,1,1
couple,1,1,1
courageous,1,1,1
courier,1,1,1
course,1,1,1
court 13,1,1,1
court room,1,1,1
courtesans,1,1,1
courtney hunt,1,1,1
courtoom,1,1,1
courtroom (scene),1,1,1
courtroom comedy,1,1,1
cover,1,1,1
covered in blood,1,1,1
coverging lives,1,1,1
cow,1,1,1
cow pokin' in them thar hills,1,1,1
coward,1,1,1
cowardly main characters,1,1,1
cozy,1,1,1
crackhead,1,1,1
crafted,1,1,1
craftyness,1,1,1
craig baldwin,1,1,1
craig bolotin,1,1,1
craig collington bator,1,1,1
craig gellis,1,1,1
craig mazin,1,1,1
craig t.nelson,1,1,1
crank,1,1,1
crap!,1,1,1
crappy american cars,1,1,1
crappy movie,1,1,1
crappy story,1,1,1
crappy yet better than previous two,1,1,1
craps,1,1,1
crash re-hashed,1,1,1
crash scene,1,1,1
crass dialogue,1,1,1
crayton robey,1,1,1
craziness/shock,1,1,1
crazy ass movie,1,1,1
crazy comedy,1,1,1
crazy gangster,1,1,1
crazy guy becomes care free,1,1,1
crazy japanese goth,1,1,1
crazy mother,1,1,1
crazy music,1,1,1
crazy nicolas cage,1,1,1
crazy scary,1,1,1
crazy war,1,1,1
crazy wife,1,1,1
crazy woman,1,1,1
creates a new world,1,1,1
creative kills,1,1,1
creative monsters,1,1,1
creative nonfiction,1,1,1
creeping unease,1,1,1
creepy acting,1,1,1
creepy book,1,1,1
creepy clowns,1,1,1
creepy doll,1,1,1
creepy dude,1,1,1
creepy for some children,1,1,1
creepy kiss,1,1,1
creepy monkeys,1,1,1
creepy talking animals,1,1,1
creepy william fichtner,1,1,1
creepy witch,1,1,1
crenshaw,1,1,1
cried their way to the bank,1,1,1
crikey is that a penis?,1,1,1
crime caper,1,1,1
crime fantasy,1,1,1
crime investigation,1,1,1
crime syndicate,1,1,1
crime wave,1,1,1
crimes of passion,1,1,1
criminal investigator,1,1,1
criminal mind,1,1,1
criminal reform,1,1,1
crimson tide (song),1,1,1
cripple,1,1,1
crisis of faith,1,1,1
crissy rock,1,1,1
cristián jiménez,1,1,1
criswell,1,1,1
critic,1,1,1
critic's choice awards - best actress,1,1,1
critical analysis,1,1,1
critically acclaimed,1,1,1
criticker pick,1,1,1
critique of capitalism,1,1,1
critters-like aliens,1,1,1
croatian,1,1,1
cronenber debut,1,1,1
crony capitalism,1,1,1
crooked cop,1,1,1
cross country skiing,1,1,1
cross cultural,1,1,1
cross dresser,1,1,1
cross-illusion,1,1,1
crossed lifes,1,1,1
crossover,1,1,1
crotch ripped off,1,1,1
croupier,1,1,1
crowd movie,1,1,1
crowdfunded,1,1,1
crowe did it again,1,1,1
crowned heads,1,1,1
crucifixion,1,1,1
cruella de vil,1,1,1
cruelty of strangers,1,1,1
cryonics is not time travel,1,1,1
crystal,1,1,1
crystal skull,1,1,1
cuba libre,1,1,1
cuban revolution,1,1,1
cuban whore,1,1,1
cubiness of the space station,1,1,1
cuckold,1,1,1
cuddle,1,1,1
cue,1,1,1
cuentos,1,1,1
cujo,1,1,1
cult clasic,1,1,1
cult films,1,1,1
cult of masulinity,1,1,1
cult scene,1,1,1
cultural,1,1,1
cultural blender,1,1,1
cultural exchange,1,1,1
cultural history,1,1,1
cultural revolution,1,1,1
culture revolution,1,1,1
cultures,1,1,1
culver city,1,1,1
curd jurgens,1,1,1
cures,1,1,1
curgir,1,1,1
curling,1,1,1
currency conversion,1,1,1
current matter,1,1,1
curt geda,1,1,1
curt siodmak,1,1,1
curtis bernhardt,1,1,1
curtis bowers,1,1,1
custody,1,1,1
custody battle,1,1,1
customized car,1,1,1
customs,1,1,1
cut the chit chat a-hole,1,1,1
cut-backs,1,1,1
cute afterlife makes dying almost desirable,1,1,1
cute aliens,1,1,1
cute animation,1,1,1
cute baby,1,1,1
cute couples,1,1,1
cute robot,1,1,1
cute. cartoon,1,1,1
cutesy,1,1,1
cutesy pet,1,1,1
cuts,1,1,1
